	CD4_1	CD4_2	CD4_3	CD4_4	CD8_1	CD8_2	CD8_3
ENSMUSG00000094626	0	6	1	4	1	7	19
ENSMUSG00000094627	27	25	28	30	22	17	32
ENSMUSG00000094628	0	0	0	0	0	3	4
ENSMUSG00000094632	0	0	0	0	0	1	0
ENSMUSG00000094634	8	5	0	0	15	18	22
ENSMUSG00000094635	0	0	0	0	0	0	0
ENSMUSG00000094637	0	0	0	0	0	0	0
ENSMUSG00000094638	0	1	0	0	2	0	1
ENSMUSG00000094643	0	0	0	0	0	0	0
ENSMUSG00000094647	0	0	0	0	0	0	0
ENSMUSG00000094648	0	2	0	0	0	0	0
ENSMUSG00000094649	4	4	1	2	1	1	1
ENSMUSG00000094651	0	4	0	0	0	4	2
ENSMUSG00000094652	5	6	1	101	4	0	0
ENSMUSG00000094658	0	0	0	0	0	0	0
ENSMUSG00000094660	0	0	0	0	0	0	0
ENSMUSG00000094662	0	0	0	0	0	0	0
ENSMUSG00000094664	76	26	74	40	31	39	65
ENSMUSG00000094669	0	0	0	0	0	0	0
ENSMUSG00000094672	2	0	0	0	0	0	0
ENSMUSG00000094673	0	0	0	0	0	0	0
ENSMUSG00000094675	0	0	0	0	0	0	0
ENSMUSG00000094676	0	0	0	0	0	0	0
ENSMUSG00000094678	0	0	0	0	0	0	0
ENSMUSG00000094679	0	0	0	0	0	0	0
ENSMUSG00000094680	0	0	0	0	0	0	0
ENSMUSG00000094682	0	0	0	0	0	3	0
ENSMUSG00000094683	14	14	8	3	9	10	9
ENSMUSG00000094684	0	0	0	0	0	0	0
ENSMUSG00000094685	0	3	1	0	1	1	4
ENSMUSG00000094686	0	0	0	3	0	0	2
ENSMUSG00000094687	0	0	0	0	0	0	0
ENSMUSG00000094689	61	106	0	7	2	6	4
ENSMUSG00000094690	0	0	0	0	0	0	0
ENSMUSG00000094692	0	0	0	0	0	0	0
ENSMUSG00000094693	0	0	0	0	0	0	0
ENSMUSG00000094694	38	111	13	216	152	4	4
ENSMUSG00000094695	0	0	0	0	0	0	0
ENSMUSG00000094696	0	0	0	0	0	0	0
ENSMUSG00000094698	0	0	0	0	0	0	0
ENSMUSG00000094699	0	0	0	0	0	0	0
ENSMUSG00000094700	0	0	0	0	0	0	0
ENSMUSG00000094701	0	0	0	0	0	0	0
ENSMUSG00000094706	0	0	0	0	0	0	0
ENSMUSG00000094707	0	0	0	0	0	0	0
ENSMUSG00000094708	0	0	0	0	6	0	0
ENSMUSG00000094712	0	0	0	0	0	0	0
ENSMUSG00000094714	0	0	0	0	0	0	0
ENSMUSG00000094715	0	0	0	0	0	0	0
ENSMUSG00000094719	0	0	0	0	0	0	0
ENSMUSG00000094721	0	0	0	0	0	0	0
ENSMUSG00000094722	0	0	0	0	0	0	0
ENSMUSG00000094724	8571	10259	7906	7999	7018	5448	7690
ENSMUSG00000094725	0	0	0	0	0	0	0
ENSMUSG00000094728	0	0	0	1	0	1	0
ENSMUSG00000094729	0	0	0	0	0	0	0
ENSMUSG00000094732	0	0	0	0	0	0	0
ENSMUSG00000094733	0	0	0	0	0	0	0
ENSMUSG00000094734	0	0	0	0	0	0	0
ENSMUSG00000094735	0	0	0	0	0	0	0
ENSMUSG00000094736	0	0	0	0	0	0	0
ENSMUSG00000094737	0	2	8	3	0	0	0
ENSMUSG00000094739	0	0	0	0	0	0	0
ENSMUSG00000094741	0	0	0	0	0	0	0
ENSMUSG00000094743	0	0	0	0	0	0	0
ENSMUSG00000094745	0	0	0	0	0	0	0
ENSMUSG00000094746	0	0	0	0	0	0	0
ENSMUSG00000094747	0	0	0	0	0	0	0
ENSMUSG00000094748	0	0	0	0	0	0	0
ENSMUSG00000094752	0	0	0	0	0	0	0
ENSMUSG00000094755	0	0	0	0	0	0	0
ENSMUSG00000094757	0	0	0	0	0	0	0
ENSMUSG00000094758	23	36	17	18	28	19	46
ENSMUSG00000094759	0	0	0	0	0	0	0
ENSMUSG00000094762	1	0	0	0	3	0	0
ENSMUSG00000094763	5	0	3	0	2	0	2
ENSMUSG00000094764	0	0	0	0	4	0	0
ENSMUSG00000094766	103	114	111	98	196	195	264
ENSMUSG00000094767	0	0	0	0	0	0	0
ENSMUSG00000094771	0	0	0	0	0	0	0
ENSMUSG00000094772	2	1	1	0	0	0	0
ENSMUSG00000094773	0	0	0	0	0	0	0
ENSMUSG00000094775	0	0	0	0	0	0	0
ENSMUSG00000094777	619	611	532	405	667	763	1188
ENSMUSG00000094778	0	0	0	0	0	0	0
ENSMUSG00000094779	23	36	17	18	28	19	46
ENSMUSG00000094782	0	0	0	0	0	0	0
ENSMUSG00000094784	0	0	0	0	0	0	0
ENSMUSG00000094786	0	0	1	1	8	5	3
ENSMUSG00000094787	1	34	6	4	5	2	2
ENSMUSG00000094789	0	0	0	0	0	0	0
ENSMUSG00000094790	0	0	0	0	0	0	0
ENSMUSG00000094791	0	0	0	0	0	0	0
ENSMUSG00000094792	9	18	19	13	16	26	14
ENSMUSG00000094793	0	0	0	0	0	0	0
ENSMUSG00000094794	0	0	0	0	0	0	0
ENSMUSG00000094796	287	815	120	150	459	217	631
ENSMUSG00000094797	72	331	46	337	44	261	15
ENSMUSG00000094799	4	4	1	1	4	1	4
ENSMUSG00000094802	0	0	0	0	0	0	0
ENSMUSG00000094804	0	0	0	0	0	0	0
ENSMUSG00000094805	0	0	0	0	0	0	0
ENSMUSG00000094806	0	0	0	0	0	0	0
ENSMUSG00000094808	0	0	0	0	2	0	2
ENSMUSG00000094810	0	0	0	0	0	0	0
ENSMUSG00000094811	0	0	0	0	0	0	1
ENSMUSG00000094813	0	0	0	0	0	0	0
ENSMUSG00000094814	0	0	0	0	0	0	0
ENSMUSG00000094818	0	0	0	0	0	0	0
ENSMUSG00000094819	0	0	0	0	0	0	0
ENSMUSG00000094821	0	0	0	0	0	0	0
ENSMUSG00000094822	0	0	0	0	3	0	0
ENSMUSG00000094825	0	0	0	0	0	3	1
ENSMUSG00000094827	0	0	0	0	0	0	0
ENSMUSG00000094828	106	133	122	100	85	85	94
ENSMUSG00000094829	0	0	0	0	0	0	0
ENSMUSG00000094832	0	0	0	0	0	0	0
ENSMUSG00000094836	0	0	0	0	0	0	0
ENSMUSG00000094838	0	0	0	0	0	0	0
ENSMUSG00000094840	4	0	0	0	0	2	5
ENSMUSG00000094841	0	0	0	0	0	0	0
ENSMUSG00000094843	1	1	0	0	0	3	0
ENSMUSG00000094845	0	0	0	0	4	0	2
ENSMUSG00000094846	0	0	0	0	0	0	0
ENSMUSG00000094849	0	0	0	0	0	0	0
ENSMUSG00000094852	0	0	0	0	1	0	0
ENSMUSG00000094854	0	0	0	0	0	0	0
ENSMUSG00000094855	0	0	0	0	0	0	0
ENSMUSG00000094856	0	0	0	0	1	0	0
ENSMUSG00000094858	0	0	0	0	0	0	0
ENSMUSG00000094860	0	0	0	0	0	0	0
ENSMUSG00000094861	0	0	0	0	0	0	0
ENSMUSG00000094862	0	3	0	0	0	0	0
ENSMUSG00000094864	0	0	0	0	0	0	0
ENSMUSG00000094865	0	0	0	0	0	0	1
ENSMUSG00000094868	0	0	0	0	0	0	0
ENSMUSG00000094870	615	634	563	700	609	577	571
ENSMUSG00000094872	26	17	137	31	18	13	6
ENSMUSG00000094873	1	0	1	1	3	1	1
ENSMUSG00000094874	1	1	1	0	0	0	0
ENSMUSG00000094876	0	0	0	0	0	0	0
ENSMUSG00000094877	83	98	85	77	62	66	95
ENSMUSG00000094878	0	0	0	0	0	0	0
ENSMUSG00000094879	0	0	0	0	0	0	0
ENSMUSG00000094880	0	0	0	0	0	0	0
ENSMUSG00000094881	0	0	0	0	0	0	0
ENSMUSG00000094884	0	0	0	0	0	0	0
ENSMUSG00000094885	0	0	0	0	0	0	0
ENSMUSG00000094886	0	0	0	0	0	0	0
ENSMUSG00000094887	0	0	0	0	0	0	0
ENSMUSG00000094891	0	0	0	0	0	0	0
ENSMUSG00000094892	0	0	0	0	0	0	0
ENSMUSG00000094893	0	0	0	0	0	0	0
ENSMUSG00000094898	0	0	0	0	0	0	0
ENSMUSG00000094902	4	0	1	1	0	1	1
ENSMUSG00000094904	0	0	0	0	0	0	0
ENSMUSG00000094905	0	0	0	0	0	0	0
ENSMUSG00000094910	0	0	0	0	10	2	0
ENSMUSG00000094911	0	0	0	0	0	0	0
ENSMUSG00000094913	0	0	0	0	0	0	0
ENSMUSG00000094914	2	6	5	6	2	3	3
ENSMUSG00000094915	8	7	0	4	5	3	12
ENSMUSG00000094918	0	0	0	0	0	0	0
ENSMUSG00000094920	0	0	0	0	0	0	0
ENSMUSG00000094921	0	0	2	0	3	0	0
ENSMUSG00000094925	0	0	0	0	0	0	0
ENSMUSG00000094926	0	0	0	0	0	0	0
ENSMUSG00000094928	0	0	0	0	0	0	0
ENSMUSG00000094929	0	0	0	0	0	0	0
ENSMUSG00000094930	27	22	4	8	144	4	19
ENSMUSG00000094931	0	0	0	0	1	0	0
ENSMUSG00000094932	1	0	0	1	1	0	0
ENSMUSG00000094934	0	0	0	0	0	1	1
ENSMUSG00000094935	7	8	20	7	12	11	13
ENSMUSG00000094936	467	612	376	381	438	469	517
ENSMUSG00000094939	0	0	0	0	0	0	0
ENSMUSG00000094940	0	72	0	1	1	0	0
ENSMUSG00000094941	0	0	0	0	0	0	0
ENSMUSG00000094942	30	39	1	1	44	13	20
ENSMUSG00000094945	0	0	0	0	0	0	2
ENSMUSG00000094948	0	0	0	0	0	0	0
ENSMUSG00000094950	0	0	0	0	0	0	0
ENSMUSG00000094951	11	228	3	2	4	1	0
ENSMUSG00000094954	0	0	0	0	0	0	0
ENSMUSG00000094955	0	0	1	0	0	0	0
ENSMUSG00000094957	0	0	0	0	0	0	0
ENSMUSG00000094958	0	0	0	0	0	0	0
ENSMUSG00000094962	0	0	0	0	0	0	0
ENSMUSG00000094964	0	0	0	0	0	0	0
ENSMUSG00000094966	84	88	89	86	116	80	147
ENSMUSG00000094967	0	0	0	0	0	0	0
ENSMUSG00000094970	0	0	0	0	0	0	0
ENSMUSG00000094973	8	6	4	4	2	4	5
ENSMUSG00000094974	89	60	80	60	65	66	63
ENSMUSG00000094975	0	0	0	0	0	0	0
ENSMUSG00000094978	0	0	0	0	0	0	0
ENSMUSG00000094981	0	0	0	0	0	0	0
ENSMUSG00000094985	0	0	0	0	0	0	0
ENSMUSG00000094986	0	0	0	0	0	0	0
ENSMUSG00000094989	125	126	111	135	112	79	89
ENSMUSG00000094991	0	0	0	0	0	0	0
ENSMUSG00000094992	0	0	0	0	0	0	0
ENSMUSG00000094993	0	3	0	0	0	1	1
ENSMUSG00000094995	0	0	0	0	0	0	0
ENSMUSG00000094999	0	0	0	0	0	0	0
ENSMUSG00000095002	0	0	0	0	1	0	0
ENSMUSG00000095003	0	0	0	0	0	0	0
ENSMUSG00000095005	0	0	0	0	0	0	0
ENSMUSG00000095007	13	142	129	106	9	4	1
ENSMUSG00000095008	0	0	0	0	0	0	0
ENSMUSG00000095011	0	0	0	0	0	0	0
ENSMUSG00000095015	0	0	0	0	0	0	0
ENSMUSG00000095017	0	0	0	0	0	0	0
ENSMUSG00000095019	0	0	0	0	0	0	0
ENSMUSG00000095022	0	0	0	0	0	0	0
ENSMUSG00000095024	0	0	0	0	0	0	0
ENSMUSG00000095026	0	0	0	5	0	2	1
ENSMUSG00000095028	6	10	0	2	0	0	3
ENSMUSG00000095029	0	0	0	0	0	0	0
ENSMUSG00000095030	0	0	0	0	0	0	0
ENSMUSG00000095032	0	0	0	0	0	0	0
ENSMUSG00000095034	0	0	0	0	0	0	0
ENSMUSG00000095040	3	2	0	0	0	1	1
ENSMUSG00000095041	2235	2669	476	663	1842	1699	2435
ENSMUSG00000095042	9	9	12	10	9	9	9
ENSMUSG00000095044	0	0	0	0	0	0	0
ENSMUSG00000095048	0	0	0	0	0	0	0
ENSMUSG00000095049	0	0	0	0	0	0	0
ENSMUSG00000095054	0	0	0	0	0	0	0
ENSMUSG00000095056	0	0	0	0	0	0	0
ENSMUSG00000095057	0	0	0	0	0	0	0
ENSMUSG00000095061	1	0	0	2	0	0	0
ENSMUSG00000095063	0	0	0	0	0	0	0
ENSMUSG00000095064	0	0	0	0	0	1	1
ENSMUSG00000095065	0	0	0	0	0	0	0
ENSMUSG00000095066	0	0	0	0	0	0	0
ENSMUSG00000095071	0	0	6	0	4	0	0
ENSMUSG00000095074	0	0	0	0	0	1	0
ENSMUSG00000095075	0	0	0	0	0	0	0
ENSMUSG00000095076	0	0	0	0	0	0	0
ENSMUSG00000095078	5	3	1	4	0	3	1
ENSMUSG00000095079	4550	9151	2934	13439	6775	2254	1796
ENSMUSG00000095081	0	0	0	0	0	0	0
ENSMUSG00000095082	0	0	0	0	0	0	0
ENSMUSG00000095088	18	14	33	20	17	62	90
ENSMUSG00000095089	0	0	0	0	0	0	0
ENSMUSG00000095092	1	1	1	0	0	0	0
ENSMUSG00000095093	0	0	0	0	0	0	0
ENSMUSG00000095095	0	0	0	0	0	0	0
ENSMUSG00000095096	0	0	0	0	0	0	0
ENSMUSG00000095098	714	745	431	454	553	573	682
ENSMUSG00000095101	4	3	0	0	0	0	3
ENSMUSG00000095103	0	0	0	0	0	0	0
ENSMUSG00000095104	0	0	0	0	0	0	0
ENSMUSG00000095105	65	83	36	25	28	22	36
ENSMUSG00000095107	0	0	0	0	0	0	0
ENSMUSG00000095108	0	0	0	0	0	0	0
ENSMUSG00000095110	0	0	0	0	0	0	0
ENSMUSG00000095113	0	0	0	0	0	0	0
ENSMUSG00000095115	6	22	3	65	1	18	11
ENSMUSG00000095117	0	0	0	0	0	0	0
ENSMUSG00000095123	39	11	0	17	26	13	17
ENSMUSG00000095125	0	0	0	0	0	0	0
ENSMUSG00000095126	39	53	58	38	53	74	88
ENSMUSG00000095127	108	48	10	12	247	5	5
ENSMUSG00000095128	0	0	1	0	0	2	3
ENSMUSG00000095130	12	69	0	2	1	3	30
ENSMUSG00000095134	0	0	0	0	1	0	3
ENSMUSG00000095135	0	0	0	0	0	0	0
ENSMUSG00000095136	0	0	0	0	0	0	0
ENSMUSG00000095137	0	0	0	0	0	0	0
ENSMUSG00000095138	0	0	0	0	0	0	0
ENSMUSG00000095139	0	0	0	0	0	0	1
ENSMUSG00000095141	0	0	0	0	0	0	0
ENSMUSG00000095143	0	0	0	0	0	0	0
ENSMUSG00000095148	0	0	0	0	0	0	0
ENSMUSG00000095150	0	0	0	0	0	0	0
ENSMUSG00000095152	0	0	0	0	0	0	0
ENSMUSG00000095153	0	0	0	0	0	0	0
ENSMUSG00000095156	0	0	0	0	0	0	0
ENSMUSG00000095159	30	34	35	27	45	30	27
ENSMUSG00000095163	0	0	0	0	0	0	0
ENSMUSG00000095168	0	0	0	0	0	0	1
ENSMUSG00000095170	0	2	0	0	1	0	0
ENSMUSG00000095171	0	0	0	0	0	0	0
ENSMUSG00000095172	0	0	0	0	0	0	0
ENSMUSG00000095174	195	163	86	115	106	51	105
ENSMUSG00000095179	0	0	0	0	0	0	0
ENSMUSG00000095180	0	0	0	0	0	0	0
ENSMUSG00000095185	0	0	0	0	0	0	0
ENSMUSG00000095186	2	3	5	0	6	0	3
ENSMUSG00000095187	0	0	0	0	0	1	0
ENSMUSG00000095189	0	0	0	0	0	0	0
ENSMUSG00000095190	0	0	0	0	0	0	0
ENSMUSG00000095191	0	0	0	0	0	0	0
ENSMUSG00000095192	0	0	0	0	0	0	0
ENSMUSG00000095193	38	3	13	19	17	25	26
ENSMUSG00000095194	0	0	0	0	0	0	0
ENSMUSG00000095195	3	0	1	0	3	11	0
ENSMUSG00000095196	0	0	0	0	0	0	0
ENSMUSG00000095197	6	4	3	101	1	5	2
ENSMUSG00000095199	18	13	6	7	8	7	23
ENSMUSG00000095200	3	40	4	5	1	2	0
ENSMUSG00000095201	0	0	0	0	0	0	0
ENSMUSG00000095202	0	0	0	0	0	0	0
ENSMUSG00000095203	1	0	1	1	3	1	1
ENSMUSG00000095204	20	52	4	5	13	7	113
ENSMUSG00000095210	7	2	1	59	216	18	1
ENSMUSG00000095212	0	0	0	0	0	0	0
ENSMUSG00000095213	0	0	0	0	0	0	0
ENSMUSG00000095217	2	0	0	1	0	1	1
ENSMUSG00000095218	0	0	0	0	0	0	0
ENSMUSG00000095226	0	0	0	0	0	0	0
ENSMUSG00000095231	0	0	0	0	0	0	0
ENSMUSG00000095232	0	0	0	0	0	0	0
ENSMUSG00000095234	0	0	0	0	0	0	0
ENSMUSG00000095236	0	0	0	0	0	0	0
ENSMUSG00000095238	0	0	0	0	0	0	0
ENSMUSG00000095239	0	0	0	0	0	0	0
ENSMUSG00000095240	0	0	0	0	0	0	0
ENSMUSG00000095241	0	0	0	0	0	0	0
ENSMUSG00000095242	0	0	0	0	0	0	0
ENSMUSG00000095248	0	0	0	0	0	0	0
ENSMUSG00000095250	1	1	1	0	0	0	0
ENSMUSG00000095251	0	0	0	0	0	0	0
ENSMUSG00000095253	89	229	110	132	152	69	191
ENSMUSG00000095257	0	0	0	0	0	0	0
ENSMUSG00000095258	0	0	0	0	0	1	0
ENSMUSG00000095259	0	0	0	0	0	0	0
ENSMUSG00000095261	0	0	0	0	0	0	0
ENSMUSG00000095262	0	0	0	0	0	0	0
ENSMUSG00000095263	0	0	0	0	0	0	0
ENSMUSG00000095266	0	0	0	0	0	0	0
ENSMUSG00000095267	0	0	0	0	0	0	0
ENSMUSG00000095269	0	0	0	0	0	0	0
ENSMUSG00000095270	0	0	0	0	0	0	0
ENSMUSG00000095273	0	0	0	0	0	0	0
ENSMUSG00000095274	0	0	0	0	0	0	0
ENSMUSG00000095275	0	0	0	0	0	0	0
ENSMUSG00000095276	0	0	0	0	0	0	0
ENSMUSG00000095277	0	0	0	0	0	0	0
ENSMUSG00000095279	0	0	0	0	0	0	0
ENSMUSG00000095283	0	0	0	0	0	0	0
ENSMUSG00000095285	286	1	1	1	16	2	2
ENSMUSG00000095286	0	0	0	0	8	0	0
ENSMUSG00000095287	0	0	0	0	0	0	0
ENSMUSG00000095288	0	0	0	0	0	0	0
ENSMUSG00000095291	0	0	0	0	0	0	0
ENSMUSG00000095293	0	0	0	0	0	0	0
ENSMUSG00000095294	0	0	0	0	0	0	0
ENSMUSG00000095295	0	0	0	0	9	1	4
ENSMUSG00000095296	0	0	0	0	0	0	0
ENSMUSG00000095298	0	0	0	0	0	0	0
ENSMUSG00000095300	0	0	0	0	0	0	0
ENSMUSG00000095301	0	0	0	0	0	0	0
ENSMUSG00000095302	0	0	0	0	0	0	0
ENSMUSG00000095304	0	0	0	1	0	0	0
ENSMUSG00000095307	0	0	0	0	0	0	0
ENSMUSG00000095309	0	0	0	0	0	0	0
ENSMUSG00000095312	0	0	0	0	0	0	0
ENSMUSG00000095315	181	293	128	195	217	210	361
ENSMUSG00000095316	0	0	0	0	0	0	0
ENSMUSG00000095318	0	0	0	0	0	0	0
ENSMUSG00000095322	0	0	0	0	0	0	0
ENSMUSG00000095324	0	0	0	0	0	0	0
ENSMUSG00000095325	12	3	0	18	79	15	49
ENSMUSG00000095327	0	0	0	0	0	0	0
ENSMUSG00000095328	0	0	0	0	0	0	0
ENSMUSG00000095330	0	0	0	0	0	0	0
ENSMUSG00000095331	0	0	0	0	0	0	0
ENSMUSG00000095332	0	8	0	0	5	0	2
ENSMUSG00000095334	0	8	3	0	3	1	1
ENSMUSG00000095335	18	8	12	16	3	6	0
ENSMUSG00000095338	0	0	0	0	0	0	0
ENSMUSG00000095339	0	0	0	0	0	0	0
ENSMUSG00000095341	0	0	0	0	0	0	0
ENSMUSG00000095344	0	0	0	0	0	0	0
ENSMUSG00000095345	0	0	0	0	0	0	0
ENSMUSG00000095346	0	0	0	0	0	0	0
ENSMUSG00000095348	0	0	0	0	0	1	0
ENSMUSG00000095349	0	0	0	0	0	0	0
ENSMUSG00000095351	17	59	7	135	9	10	4
ENSMUSG00000095353	0	0	0	0	0	0	0
ENSMUSG00000095356	0	0	0	0	0	0	0
ENSMUSG00000095358	0	0	0	0	0	0	0
ENSMUSG00000095360	0	0	0	0	0	0	0
ENSMUSG00000095362	21	21	6	3	22	8	15
ENSMUSG00000095363	0	0	0	0	0	0	0
ENSMUSG00000095365	0	0	0	0	0	0	0
ENSMUSG00000095366	4	1	17	3	21	2	1
ENSMUSG00000095368	0	0	0	0	0	0	0
ENSMUSG00000095369	0	0	0	0	0	0	0
ENSMUSG00000095370	38	38	25	41	52	57	61
ENSMUSG00000095371	0	0	0	0	0	0	0
ENSMUSG00000095377	0	0	0	0	0	0	0
ENSMUSG00000095383	0	0	0	0	0	1	0
ENSMUSG00000095384	0	0	0	0	0	0	0
ENSMUSG00000095385	0	0	0	0	0	0	0
ENSMUSG00000095386	0	0	0	0	0	0	0
ENSMUSG00000095387	6	14	8	3	8	9	18
ENSMUSG00000095388	0	0	0	0	0	0	0
ENSMUSG00000095390	0	0	0	0	0	0	0
ENSMUSG00000095392	0	0	0	0	0	0	0
ENSMUSG00000095394	0	0	0	0	0	0	0
ENSMUSG00000095398	0	0	0	0	0	0	0
ENSMUSG00000095399	0	0	0	0	0	0	0
ENSMUSG00000095401	0	0	0	0	0	0	0
ENSMUSG00000095403	22	31	31	24	28	14	39
ENSMUSG00000095407	0	0	0	0	0	0	0
ENSMUSG00000095408	0	0	0	0	0	0	0
ENSMUSG00000095409	0	0	0	0	0	0	0
ENSMUSG00000095411	0	0	0	0	0	0	0
ENSMUSG00000095412	0	0	0	0	0	0	0
ENSMUSG00000095413	0	0	0	0	0	0	0
ENSMUSG00000095416	0	3	2	4	34	2	0
ENSMUSG00000095419	0	0	0	0	2	1	0
ENSMUSG00000095420	0	0	0	0	0	0	0
ENSMUSG00000095423	0	0	0	0	0	0	0
ENSMUSG00000095426	9	9	5	10	10	5	18
ENSMUSG00000095427	99	135	68	130	89	68	52
ENSMUSG00000095429	2	3	0	5	2	2	0
ENSMUSG00000095430	0	0	0	0	0	0	0
ENSMUSG00000095432	110	234	338	294	161	193	200
ENSMUSG00000095433	0	0	0	0	0	0	0
ENSMUSG00000095436	0	0	0	0	0	0	0
ENSMUSG00000095438	0	0	0	0	0	0	0
ENSMUSG00000095440	0	0	0	0	0	0	0
ENSMUSG00000095442	2	5	0	0	10	1	0
ENSMUSG00000095444	0	0	0	0	0	0	0
ENSMUSG00000095445	0	0	0	0	0	0	0
ENSMUSG00000095448	0	0	0	0	0	0	0
ENSMUSG00000095450	0	0	0	1	0	1	0
ENSMUSG00000095452	0	0	0	0	0	0	0
ENSMUSG00000095455	0	0	0	0	0	0	0
ENSMUSG00000095457	0	1	0	0	0	9	2
ENSMUSG00000095460	0	0	0	0	0	0	0
ENSMUSG00000095462	0	0	0	0	0	0	0
ENSMUSG00000095463	672	736	297	337	551	528	630
ENSMUSG00000095464	0	0	0	0	0	0	0
ENSMUSG00000095465	0	0	0	0	0	0	0
ENSMUSG00000095466	0	0	0	0	0	0	0
ENSMUSG00000095469	0	0	0	0	0	0	0
ENSMUSG00000095470	0	0	0	0	0	0	0
ENSMUSG00000095474	1	0	0	0	0	0	0
ENSMUSG00000095475	0	0	0	0	0	0	0
ENSMUSG00000095478	24	33	25	23	24	14	17
ENSMUSG00000095483	0	0	0	0	0	0	0
ENSMUSG00000095484	0	0	0	0	0	0	0
ENSMUSG00000095486	0	0	0	0	0	0	0
ENSMUSG00000095487	0	0	0	0	0	0	0
ENSMUSG00000095490	0	0	0	0	0	0	0
ENSMUSG00000095492	0	0	0	0	0	0	0
ENSMUSG00000095493	0	0	0	0	0	0	0
ENSMUSG00000095494	0	0	0	0	0	0	0
ENSMUSG00000095495	75	94	50	64	36	27	28
ENSMUSG00000095497	6	2	2	1	0	1	0
ENSMUSG00000095498	0	0	0	0	0	1	0
ENSMUSG00000095499	0	0	0	0	0	0	0
ENSMUSG00000095500	0	0	0	0	0	0	0
ENSMUSG00000095503	0	0	0	0	0	0	0
ENSMUSG00000095505	0	0	0	0	0	0	0
ENSMUSG00000095508	0	0	0	0	0	0	0
ENSMUSG00000095510	0	0	0	0	0	0	0
ENSMUSG00000095512	7	9	3	5	0	7	5
ENSMUSG00000095514	0	0	0	0	1	1	3
ENSMUSG00000095517	0	0	0	0	0	0	0
ENSMUSG00000095518	0	0	0	0	0	0	0
ENSMUSG00000095519	11	5	7	14	4	1	1
ENSMUSG00000095520	0	0	0	0	0	0	0
ENSMUSG00000095521	0	0	0	0	0	0	0
ENSMUSG00000095522	0	0	0	0	0	1	0
ENSMUSG00000095523	0	0	0	0	0	0	0
ENSMUSG00000095524	5	9	6	4	5	6	2
ENSMUSG00000095525	0	0	0	0	0	0	0
ENSMUSG00000095526	54	40	66	60	137	48	26
ENSMUSG00000095527	0	0	0	0	0	0	0
ENSMUSG00000095528	0	0	0	0	0	0	0
ENSMUSG00000095532	0	0	0	0	0	0	0
ENSMUSG00000095533	0	0	0	0	0	0	0
ENSMUSG00000095534	0	0	0	0	0	0	0
ENSMUSG00000095538	0	0	0	0	0	0	0
ENSMUSG00000095540	0	0	0	0	0	0	0
ENSMUSG00000095543	0	0	0	0	0	0	0
ENSMUSG00000095544	0	0	0	0	0	0	0
ENSMUSG00000095545	0	3	0	0	0	1	0
ENSMUSG00000095546	0	0	0	0	0	0	0
ENSMUSG00000095547	0	0	0	0	1	1	0
ENSMUSG00000095549	0	0	0	0	0	0	0
ENSMUSG00000095550	0	0	0	0	0	0	0
ENSMUSG00000095551	0	0	0	0	0	0	0
ENSMUSG00000095553	0	0	0	0	0	0	0
ENSMUSG00000095554	0	0	0	0	0	0	0
ENSMUSG00000095557	0	0	0	0	0	0	0
ENSMUSG00000095560	38	38	31	37	61	50	78
ENSMUSG00000095561	0	0	0	0	0	0	0
ENSMUSG00000095562	67	81	12	65	68	115	76
ENSMUSG00000095563	0	0	0	0	0	0	0
ENSMUSG00000095564	0	0	0	0	0	0	0
ENSMUSG00000095565	2	0	1	3	0	0	0
ENSMUSG00000095567	4783	6372	3589	3914	4005	3867	4682
ENSMUSG00000095569	0	0	0	0	0	0	0
ENSMUSG00000095570	0	0	0	0	0	0	0
ENSMUSG00000095571	181	276	4	19	60	10	8
ENSMUSG00000095572	6	9	9	5	9	10	17
ENSMUSG00000095573	0	0	0	0	0	0	0
ENSMUSG00000095574	428	525	464	469	90	93	138
ENSMUSG00000095576	0	0	0	0	0	0	0
ENSMUSG00000095577	0	0	0	0	0	0	0
ENSMUSG00000095578	0	0	0	0	0	0	0
ENSMUSG00000095583	39	9	13	69	25	1	1
ENSMUSG00000095586	0	0	0	0	0	0	0
ENSMUSG00000095588	101	87	110	87	92	70	87
ENSMUSG00000095589	42	40	47	85	10	17	107
ENSMUSG00000095591	0	0	0	0	0	0	0
ENSMUSG00000095592	0	0	0	0	0	0	0
ENSMUSG00000095593	0	0	0	0	0	0	0
ENSMUSG00000095595	954	971	1210	949	930	862	1157
ENSMUSG00000095597	1596	1351	1574	1226	1153	650	1058
ENSMUSG00000095599	0	0	0	0	0	0	0
ENSMUSG00000095600	0	0	2	1	0	0	0
ENSMUSG00000095601	0	0	0	0	0	0	0
ENSMUSG00000095603	0	0	0	0	0	0	0
ENSMUSG00000095605	0	0	0	0	0	0	0
ENSMUSG00000095606	0	0	0	0	0	0	0
ENSMUSG00000095607	56	56	56	42	85	54	106
ENSMUSG00000095608	0	0	0	0	0	0	0
ENSMUSG00000095609	7	0	0	0	7	9	10
ENSMUSG00000095612	16	228	3	2	84	2	2
ENSMUSG00000095614	0	0	0	0	0	0	1
ENSMUSG00000095616	0	0	0	0	0	0	0
ENSMUSG00000095619	0	0	0	0	0	0	0
ENSMUSG00000095620	3	7	3	2	2	0	1
ENSMUSG00000095621	0	0	0	0	0	0	0
ENSMUSG00000095625	0	0	0	0	0	0	0
ENSMUSG00000095626	0	0	0	0	0	0	0
